nrg_cons,nrg_prc,currency,geo\time	2021	2020	2019	2018	2017	2016S2 	2015S2 	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,LT	0.0328 	0.0307 	0.0283 	0.0305 	0.0311 	0.0332 	0.0362 	0.0417 	0.0494 	0.0204 	0.0192 	0.0196 	0.0141 	0.0117 	0.0130 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,LU	0.0492 	0.0490 	0.0446 	0.0365 	0.0426 	0.0353 	0.0417 	0.0293 	0.0203 	0.0213 	0.0210 	0.0280 	0.0201 	0.0163 	0.0140 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,LV	0.0430 	0.0466 	0.0478 	0.0472 	0.0538 	0.0546 	0.0550 	0.0466 	0.0508 	0.0431 	0.0261 	0.0094 	0.0095 	0.0048 	0.0033 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,MD	0.0005 	0.0022 	0.0014 	0.0017 	0.0019 	0.0018 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,ME	0.0201 	0.0238 	0.0240 	0.0193 	0.0180 	0.0107 	0.0115 	0.0121 	0.0121 	0.0117 	0.0121 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,MK	0.0036 	0.0122 	0.0120 	0.0121 	0.0125 	0.0128 	0.0126 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,MT	0.0164 	0.0165 	0.0168 	0.0179 	0.0188 	0.0187 	0.0165 	0.0185 	0.0190 	0.0180 	0.0180 	0.0194 	0.0106 	0.0099 	0.0070 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,NL	: u	: u	: u	: u	0.1031 	0.0816 	0.0758 	0.0703 	0.0701 	0.0662 	0.0625 	0.0615 	0.0634 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,NO	0.0366 	0.0293 	0.0376 	0.0398 	0.0362 	0.0384 	0.0324 	0.0354 	0.0368 	0.0367 	0.0383 	0.0388 	0.0324 	0.0354 	0.0319 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,PL	0.0577 	0.0526 	0.0458 	0.0433 	0.0444 	0.0285 	0.0299 	0.0304 	0.0300 	0.0310 	0.0288 	0.0285 	0.0259 	0.0267 	0.0294 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,PT	0.0927 	0.0893 	0.0876 	0.1090 	0.1060 	0.0991 	0.0986 	0.0798 	0.0752 	0.0796 	0.0686 	0.0511 	0.0192 	0.0416 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,RO	0.0416 	0.0404 	0.0381 	0.0332 	0.0323 	0.0330 	0.0372 	0.0336 	0.0371 	0.0323 	0.0256 	0.0201 	0.0154 	0.0186 	0.0191 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,RS	0.0254 	0.0202 	0.0204 	0.0203 	0.0192 	0.0187 	0.0173 	0.0125 	0.0137 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,SE	0.0731 	0.0654 	0.0652 	0.0639 	0.0620 	0.0569 	0.0565 	0.0577 	0.0628 	0.0640 	0.0611 	0.0595 	0.0519 	0.0538 	0.0539 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,SI	0.0319 	0.0295 	0.0312 	0.0314 	0.0310 	0.0317 	0.0318 	0.0319 	0.0317 	0.0268 	0.0262 	0.0267 	0.0221 	0.0216 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,SK	0.0549 	0.0555 	0.0554 	0.0554 	0.0541 	0.0226 	0.0225 	0.0237 	0.0256 	0.0256 	0.0252 	0.0198 	0.0210 	0.0168 	0.0134 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,TR	0.0141 	0.0156 	0.0181 	0.0150 	0.0185 	0.0234 	0.0249 	0.0271 	0.0259 	0.0301 	0.0225 	0.0281 	0.0242 	0.0252 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,UA	: 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,UK	: 	: 	0.0572 	0.0489 	0.0394 	0.0310 	0.0321 	0.0080 	0.0073 	0.0071 	0.0066 	: 	0.0056 	0.0061 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,EUR,XK	0.0072 	0.0076 	0.0065 	0.0056 	0.0098 	0.0117 	0.0146 	0.0163 	0.0180 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,AL	1.9000 e	1.9000 e	1.9000 	1.9000 	1.9000 	1.9000 	1.9000 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,AT	0.0628 	0.0594 	0.0540 	0.0564 	0.0579 	0.0565 	0.0537 	0.0556 	0.0555 	0.0500 	0.0418 	0.0435 	0.0435 	0.0422 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,BA	0.0270 	0.0267 	0.0256 	0.0247 	0.0239 	0.0203 	0.0197 	: 	0.0196 	0.0199 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,BE	0.0887 	0.0811 	0.0772 	0.0747 	0.0951 	0.0813 	0.0439 	0.0271 	0.0455 	0.0418 	0.0431 	0.0434 	0.0383 	0.0462 	0.0596 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,BG	0.0330 	0.0307 	0.0312 	0.0320 	0.0313 	0.0302 	0.0312 	0.0277 	0.0291 	0.0313 	0.0281 	0.0270 	0.0270 	0.0290 	0.0234 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,CY	0.0719 	0.0546 	0.0605 	0.0536 	0.0473 d	0.0332 	0.0370 	0.0434 	0.0446 	0.0490 	0.0373 	0.0330 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,CZ	0.5647 	1.1600 	1.1300 	1.0700 	1.0200 	0.5200 	0.4800 	0.4800 	0.5600 	0.5100 	0.4800 	0.4500 	0.4600 	0.4100 	0.3200 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,DE	0.1460 	0.1472 	0.1434 	: 	: 	0.1472 	0.1426 	0.1439 	0.1355 	0.1173 	0.1071 	0.0955 	0.0868 	0.0789 	0.0761 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,DK	0.4668 	0.7850 	0.9061 	0.9993 	0.9948 	1.0379 	1.0998 	1.0858 	1.0188 	1.2815 	1.1817 	1.0640 	1.0921 	1.0427 	0.9348 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,EE	0.0384 	0.0320 	0.0350 	0.0338 	0.0339 	0.0266 	0.0340 	0.0322 	0.0327 	0.0311 	0.0265 	0.4400 	0.3207 	0.2570 	0.1700 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,EL	0.0834 	0.0810 	0.0920 	0.1038 	0.0820 	0.0825 	0.0816 	0.0844 	0.0782 	0.0610 	0.0424 	0.0410 	0.0408 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,ES	0.0536 	0.0736 	0.0768 	0.0384 	0.0356 	0.0357 	0.0428 	0.0382 	0.0397 	0.0397 	0.0347 	0.0277 	0.0253 	0.0252 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,FI	0.0478 	0.0465 	0.0465 	0.0453 	0.0445 	0.0443 	0.0446 	0.0412 	0.0397 	0.0388 	0.0391 	0.0276 	0.0260 	0.0256 	0.0221 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,FR	0.0610 	0.0609 	0.0590 	0.0592 	0.0567 	0.0596 	0.0561 	0.0529 	0.0469 	0.0425 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,GE	0.0404 	0.0320 	0.0333 	0.0370 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,HR	0.2107 	0.2110 	0.2109 	0.2096 	0.1451 	0.2201 	0.2203 	0.2229 	0.2045 	0.1960 	0.1520 	0.1510 	0.1600 	0.1500 	0.1300 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,HU	7.7638 	7.8491 	7.4227 	7.3847 	7.3088 	7.4696 	7.8830 	7.5971 	9.1530 	8.8587 	: 	8.9400 	9.0078 	7.0563 	7.6062 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,IE	0.0320 	0.0258 e	0.0249 	0.0262 	0.0218 	0.0229 	0.0246 	0.0242 	0.0230 	0.0217 	0.0198 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,IS	2.2484 	2.1432 	2.1313 	2.3351 	2.1590 	2.0596 	2.1113 	1.9000 	1.7700 	3.0525 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,IT	0.0755 	0.0860 	0.1094 	0.0937 d	0.0960 d	0.1247 d	0.1324 	0.1251 	0.1041 	0.1082 	0.0863 	0.0649 	0.0749 	0.0627 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,LI	0.0290 	0.0289 	0.0290 	0.0290 	0.0271 	0.0234 	0.0241 	0.0165 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,LT	0.0328 	0.0307 	0.0283 	0.0305 	0.0311 	0.0332 	0.0362 	0.1440 	0.1705 	0.0703 	0.0663 	0.0676 	0.0486 	0.0405 	0.0448 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,LU	0.0492 	0.0490 	0.0446 	0.0365 	0.0426 	0.0353 	0.0417 	0.0293 	0.0203 	0.0213 	0.0210 	0.0280 	0.0201 	0.0163 	0.0140 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,LV	0.0430 	0.0466 	0.0478 	0.0472 	0.0538 	0.0546 	0.0550 	0.0466 	0.0357 	0.0300 	0.0184 	0.0067 	0.0067 	0.0034 	0.0023 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,MD	0.0100 	0.0434 	0.0269 	0.0333 	0.0385 	0.0384 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,ME	0.0201 	0.0238 	0.0240 	0.0193 	0.0180 	0.0107 	0.0115 	0.0121 	0.0121 	0.0117 	0.0121 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,MK	0.2190 	0.7507 	0.7393 	0.7427 	0.7702 	0.7850 	0.7757 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,MT	0.0164 	0.0165 	0.0168 	0.0179 	0.0188 	0.0187 	0.0165 	0.0185 	0.0190 	0.0180 	0.0180 	0.0194 	0.0106 	0.0099 	0.0030 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,NL	: u	: u	: u	: u	0.1031 	0.0816 	0.0758 	0.0703 	0.0701 	0.0662 	0.0625 	0.0615 	0.0634 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,NO	0.3720 	0.3139 	0.3751 	0.3824 	0.3432 	0.3516 	0.2991 	0.2989 	0.2974 	0.2711 	0.2970 	0.3103 	0.2777 	0.3004 	0.2521 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,PL	0.2651 	0.2351 	0.1969 	0.1863 	0.1883 	0.1240 	0.1264 	0.1273 	0.1264 	0.1279 	0.1234 	0.1135 	0.1084 	0.0944 	0.1095 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,PT	0.0927 	0.0893 	0.0876 	0.1090 	0.1060 	0.0991 	0.0986 	0.0798 	0.0752 	0.0796 	0.0686 	0.0511 	0.0192 	0.0416 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,RO	0.2053 	0.1965 	0.1809 	0.1543 	0.1486 	0.1481 	0.1653 	0.1485 	0.1651 	0.1462 	0.1099 	0.0857 	0.0652 	0.0689 	0.0637 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,RS	2.9809 	2.3806 	2.3963 	2.3976 	2.2890 	2.3002 	2.0894 	1.4825 	1.5643 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,SE	0.7426 	0.6746 	0.6952 	0.6626 	0.5996 	0.5486 	0.5292 	0.5329 	0.5505 	0.5458 	0.5571 	0.5530 	0.5390 	0.5300 	0.4997 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,SI	0.0319 	0.0295 	0.0312 	0.0314 	0.0310 	0.0317 	0.0318 	0.0319 	0.0317 	0.0268 	0.0262 	0.0267 	0.0221 	0.0216 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,SK	0.0549 	0.0555 	0.0554 	0.0554 	0.0541 	0.0226 	0.0225 	0.0237 	0.0256 	0.0256 	0.0252 	0.0198 	0.0210 	0.5100 	0.4500 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,TR	0.1621 	0.1397 	0.1154 	0.0963 	0.0794 	0.0801 	0.0792 	0.0772 	0.0695 	0.0689 	0.0555 	0.0555 	0.0527 	0.0486 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,UA	: 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,UK	: 	: 	0.0504 	0.0435 	0.0352 	0.0266 	0.0231 	0.0063 	0.0062 	0.0057 	0.0057 	: 	0.0050 	0.0050 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,NAC,XK	0.0072 	0.0076 	0.0065 	0.0056 	0.0098 	0.0117 	0.0146 	0.0163 	0.0180 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,AL	0.0295 e	0.0299 e	0.0320 	0.0316 	0.0307 	0.0327 	0.0326 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,AT	0.0549 	0.0523 	0.0475 	0.0500 	0.0513 	0.0529 	0.0494 	0.0503 	0.0497 	0.0454 	0.0378 	0.0395 	0.0388 	0.0387 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,BA	0.0270 	0.0266 	0.0255 	0.0248 	0.0241 	0.0219 	0.0214 	: 	0.0206 	0.0211 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,BE	0.0795 	0.0719 	0.0684 	0.0662 	0.0842 	0.0761 	0.0398 	0.0244 	0.0404 	0.0377 	0.0388 	0.0391 	0.0336 	0.0413 	0.0545 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,BG	0.0313 	0.0295 	0.0300 	0.0318 	0.0318 	0.0333 	0.0345 	0.0300 	0.0313 	0.0340 	0.0303 	0.0311 	0.0309 	0.0347 	0.0298 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,CY	0.0785 	0.0602 	0.0686 	0.0602 	0.0530 d	0.0375 	0.0406 	0.0494 	0.0500 	0.0540 	0.0405 	0.0372 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,CZ	0.0295 	0.0622 	0.0606 	0.0586 	0.0564 	0.0303 	0.0278 	0.0275 	0.0320 	0.0288 	0.0270 	0.0246 	0.0249 	0.0225 	0.0186 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,DE	0.1321 	0.1331 	0.1297 	: 	: 	0.1421 	0.1367 	0.1381 	0.1289 	0.1135 	0.1031 	0.0915 	0.0807 	0.0759 	0.0743 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,DK	0.0470 	0.0792 	0.0914 	0.1001 	0.0994 	0.1038 	0.1133 	0.1081 	0.1003 	0.1272 	0.1173 	0.1047 	0.1049 	0.1017 	0.0921 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,EA	0.0818 	0.0855 	0.0873 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,EE	0.0479 	0.0394 	0.0431 	0.0424 	0.0435 	0.0373 	0.0469 	0.0431 	0.0449 	0.0439 	0.0381 	0.0415 	0.0293 	0.0231 	0.0160 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,EL	0.1008 	0.0982 	0.1115 	0.1247 	0.0979 	0.1000 	0.0998 	0.1018 	0.0916 	0.0682 	0.0457 	0.0446 	0.0440 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,ES	0.0571 	0.0790 	0.0824 	0.0412 	0.0388 	0.0399 	0.0478 	0.0427 	0.0441 	0.0439 	0.0372 	0.0295 	0.0268 	0.0273 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,EU27_2020	0.0759 	0.0806 	0.0815 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,FI	0.0378 	0.0370 	0.0375 	0.0366 	0.0358 	0.0366 	0.0359 	0.0331 	0.0322 	0.0321 	0.0325 	0.0231 	0.0217 	0.0218 	0.0191 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,FR	0.0560 	0.0560 	0.0542 	0.0531 	0.0506 	0.0556 	0.0524 	0.0483 	0.0423 	0.0379 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,HR	0.0434 	0.0433 	0.0433 	0.0430 	0.0300 	0.0465 	0.0458 	0.0461 	0.0425 	0.0406 	0.0304 	0.0294 	0.0312 	0.0306 	0.0275 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,HU	0.0349 	0.0368 	0.0348 	0.0359 	0.0369 	0.0427 	0.0451 	0.0435 	0.0535 	0.0653 	: 	0.0544 	0.0540 	0.0426 	0.0470 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,IE	0.0267 	0.0215 e	0.0207 	0.0225 	0.0188 	0.0212 	0.0221 	0.0217 	0.0209 	0.0198 	0.0180 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,IS	0.0100 	0.0102 	0.0107 	0.0120 	0.0112 	0.0110 	0.0114 	0.0102 	0.0097 	0.0170 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,IT	0.0760 	0.0864 	0.1099 	0.0934 d	0.0956 d	0.1270 d	0.1316 	0.1246 	0.1032 	0.1077 	0.0847 	0.0635 	0.0723 	0.0621 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,LT	0.0481 	0.0458 	0.0422 	0.0463 	0.0482 	0.0558 	0.0600 	0.0680 	0.0805 	0.0338 	0.0318 	0.0331 	0.0227 	0.0186 	0.0226 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,LU	0.0380 	0.0389 	0.0354 	0.0292 	0.0345 	0.0299 	0.0348 	0.0246 	0.0167 	0.0180 	0.0177 	0.0232 	0.0167 	0.0141 	0.0123 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,LV	0.0583 	0.0630 	0.0646 	0.0652 	0.0762 	0.0824 	0.0815 	0.0679 	0.0735 	0.0625 	0.0390 	0.0145 	0.0139 	0.0067 	0.0049 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,ME	0.0399 	0.0469 	0.0473 	0.0377 	0.0361 	0.0222 	0.0232 	0.0236 	0.0241 	0.0238 	0.0247 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,MK	0.0077 	0.0268 	0.0264 	0.0265 	0.0279 	0.0306 	0.0308 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,MT	0.0186 	0.0193 	0.0200 	0.0212 	0.0226 	0.0233 	0.0206 	0.0231 	0.0244 	0.0235 	0.0238 	0.0266 	0.0146 	0.0138 	0.0100 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,NL	: u	: u	: u	: u	0.0905 	0.0756 	0.0699 	0.0642 	0.0641 	0.0604 	0.0568 	0.0552 	0.0567 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,NO	0.0246 	0.0216 	0.0258 	0.0267 	0.0245 	0.0271 	0.0238 	0.0239 	0.0244 	0.0231 	0.0249 	0.0263 	0.0233 	0.0268 	0.0233 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,PL	0.0989 	0.0895 	0.0750 	0.0723 	0.0742 	0.0525 	0.0525 	0.0526 	0.0524 	0.0530 	0.0509 	0.0476 	0.0437 	0.0397 	0.0482 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,PT	0.1090 	0.1063 	0.1043 	0.1294 	0.1264 	0.1267 	0.1265 	0.1026 	0.0964 	0.0999 	0.0835 	0.0617 	0.0228 	0.0501 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,RO	0.0803 	0.0780 	0.0718 	0.0626 	0.0632 	0.0679 	0.0747 	0.0650 	0.0749 	0.0688 	0.0521 	0.0411 	0.0310 	0.0337 	0.0342 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,RS	0.0477 	0.0388 	0.0391 	0.0397 	0.0385 	0.0425 	0.0389 	0.0261 	0.0284 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,SE	0.0567 	0.0510 	0.0526 	0.0507 	0.0465 	0.0459 	0.0441 	0.0450 	0.0472 	0.0470 	0.0475 	0.0469 	0.0455 	0.0472 	0.0456 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,SI	0.0379 	0.0352 	0.0373 	0.0375 	0.0373 	0.0405 	0.0398 	0.0399 	0.0394 	0.0331 	0.0314 	0.0318 	0.0258 	0.0266 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,SK	0.0682 	0.0704 	0.0704 	0.0721 	0.0719 	0.0348 	0.0340 	0.0356 	0.0377 	0.0375 	0.0367 	0.0296 	0.0309 	0.0239 	0.0198 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,TR	0.0493 	0.0495 	0.0409 	0.0400 	0.0394 	0.0482 	0.0507 	0.0486 	0.0472 	0.0498 	0.0422 	0.0450 	0.0435 	0.0427 	: 
KWH_LE15000,TAX_FEE_LEV_CHRG,PPS,UK	: 	: 	0.0495 	0.0431 	0.0353 	0.0288 	0.0250 	0.0067 	0.0067 	0.0062 	0.0061 	: 	0.0057 	0.0060 	: 
KWH_LE15000,TAX_NUC,EUR,AL	: 	0.0000 e	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,AT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,BA	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,BE	0.0011 	0.0010 	0.0007 	0.0011 	0.0010 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,BG	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,CY	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,CZ	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,DE	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,DK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,EA	0.0003 	0.0004 	0.0005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,EE	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,EL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,ES	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,EU27_2020	0.0002 	0.0003 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,FI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,FR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,GE	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,HR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,HU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,IE	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,IS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,IT	0.0017 	0.0028 	0.0034 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,LI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,LT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,LU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,LV	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,MD	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,ME	: 	: 	: 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,MK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,MT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
